"S" "q/q_s" "D/h"
8.250000e-01 9.945886e-01 5.018300e-04
8.312500e-01 9.945886e-01 5.012200e-04
8.375000e-01 9.945886e-01 5.005300e-04
8.437500e-01 9.945886e-01 4.997500e-04
8.500000e-01 9.945886e-01 4.988700e-04
8.562500e-01 9.945385e-01 4.978700e-04
8.625000e-01 9.944884e-01 4.967500e-04
8.687500e-01 9.943381e-01 4.955000e-04
8.750000e-01 9.939373e-01 4.940900e-04
8.812500e-01 9.932358e-01 4.925200e-04
8.875000e-01 9.920333e-01 4.907800e-04
8.937500e-01 9.902295e-01 4.888700e-04
9.000000e-01 9.876741e-01 4.868000e-04
9.062500e-01 9.846177e-01 4.845800e-04
9.125000e-01 9.811103e-01 4.822300e-04
9.187500e-01 9.774527e-01 4.798000e-04
9.250000e-01 9.735945e-01 4.772800e-04
9.312500e-01 9.697866e-01 4.747300e-04
9.375000e-01 9.658783e-01 4.721400e-04
9.437500e-01 9.622207e-01 4.695400e-04
9.500000e-01 9.590640e-01 4.669500e-04
9.562500e-01 9.557070e-01 4.643800e-04
9.625000e-01 9.526005e-01 4.618500e-04
9.687500e-01 9.498447e-01 4.593600e-04
9.750000e-01 9.466880e-01 4.569200e-04
9.812500e-01 9.408257e-01 4.545100e-04
9.875000e-01 9.287003e-01 4.521200e-04
9.937500e-01 9.012927e-01 4.496800e-04
1.000000e+00 8.043892e-01 4.475500e-04
