"S" "q/q_s" "D/h"
3.812500e-01 1.000398e+00 0.000000e+00
3.875000e-01 1.000398e+00 0.000000e+00
3.937500e-01 1.000398e+00 0.000000e+00
4.000000e-01 1.000398e+00 0.000000e+00
4.062500e-01 1.000398e+00 0.000000e+00
4.125000e-01 1.000398e+00 0.000000e+00
4.187500e-01 1.000398e+00 0.000000e+00
4.250000e-01 1.000398e+00 0.000000e+00
4.312500e-01 1.000398e+00 0.000000e+00
4.375000e-01 1.000398e+00 0.000000e+00
4.437500e-01 1.000398e+00 0.000000e+00
4.500000e-01 1.000398e+00 0.000000e+00
4.562500e-01 1.000398e+00 0.000000e+00
4.625000e-01 1.000398e+00 0.000000e+00
4.687500e-01 1.000398e+00 0.000000e+00
4.750000e-01 1.000398e+00 0.000000e+00
4.812500e-01 1.000398e+00 0.000000e+00
4.875000e-01 1.000398e+00 0.000000e+00
4.937500e-01 1.000398e+00 0.000000e+00
5.000000e-01 1.000398e+00 0.000000e+00
5.062500e-01 1.000398e+00 0.000000e+00
5.125000e-01 1.000398e+00 0.000000e+00
5.187500e-01 1.000398e+00 0.000000e+00
5.250000e-01 1.000398e+00 0.000000e+00
5.312500e-01 1.000398e+00 0.000000e+00
5.375000e-01 1.000398e+00 0.000000e+00
5.437500e-01 1.000398e+00 0.000000e+00
5.500000e-01 1.000398e+00 0.000000e+00
5.562500e-01 1.000398e+00 0.000000e+00
5.625000e-01 1.000398e+00 0.000000e+00
5.687500e-01 1.000398e+00 0.000000e+00
5.750000e-01 1.000398e+00 0.000000e+00
5.812500e-01 1.000398e+00 0.000000e+00
5.875000e-01 1.000398e+00 0.000000e+00
5.937500e-01 1.000398e+00 0.000000e+00
6.000000e-01 1.000398e+00 0.000000e+00
6.062500e-01 1.000398e+00 0.000000e+00
6.125000e-01 1.000398e+00 0.000000e+00
6.187500e-01 1.000398e+00 0.000000e+00
6.250000e-01 1.000398e+00 0.000000e+00
6.312500e-01 1.000398e+00 0.000000e+00
6.375000e-01 1.000398e+00 0.000000e+00
6.437500e-01 1.000398e+00 0.000000e+00
6.500000e-01 1.000398e+00 0.000000e+00
6.562500e-01 1.000398e+00 0.000000e+00
6.625000e-01 1.000398e+00 0.000000e+00
6.687500e-01 1.000398e+00 0.000000e+00
6.750000e-01 1.000398e+00 0.000000e+00
6.812500e-01 1.000398e+00 0.000000e+00
6.875000e-01 1.000398e+00 0.000000e+00
6.937500e-01 1.000398e+00 0.000000e+00
7.000000e-01 1.000398e+00 0.000000e+00
7.062500e-01 1.000398e+00 0.000000e+00
7.125000e-01 1.000398e+00 0.000000e+00
7.187500e-01 1.000398e+00 0.000000e+00
7.250000e-01 1.000398e+00 0.000000e+00
7.312500e-01 1.000398e+00 0.000000e+00
7.375000e-01 1.000398e+00 0.000000e+00
7.437500e-01 1.000398e+00 0.000000e+00
7.500000e-01 1.000398e+00 0.000000e+00
7.562500e-01 1.000398e+00 0.000000e+00
7.625000e-01 1.000398e+00 0.000000e+00
7.687500e-01 1.000398e+00 0.000000e+00
7.750000e-01 1.000398e+00 0.000000e+00
7.812500e-01 1.000398e+00 0.000000e+00
7.875000e-01 1.000398e+00 0.000000e+00
7.937500e-01 1.000398e+00 0.000000e+00
8.000000e-01 1.000398e+00 0.000000e+00
8.062500e-01 1.000398e+00 0.000000e+00
8.125000e-01 1.000398e+00 0.000000e+00
8.187500e-01 1.000348e+00 0.000000e+00
8.250000e-01 1.000348e+00 0.000000e+00
8.312500e-01 1.000299e+00 0.000000e+00
8.375000e-01 1.000199e+00 0.000000e+00
8.437500e-01 1.000100e+00 0.000000e+00
8.500000e-01 9.999502e-01 0.000000e+00
8.562500e-01 9.997014e-01 0.000000e+00
8.625000e-01 9.993530e-01 0.000000e+00
8.687500e-01 9.988056e-01 0.000000e+00
8.750000e-01 9.980591e-01 0.000000e+00
8.812500e-01 9.970638e-01 0.000000e+00
8.875000e-01 9.956703e-01 0.000000e+00
8.937500e-01 9.938788e-01 0.000000e+00
9.000000e-01 9.915895e-01 0.000000e+00
9.062500e-01 9.889022e-01 0.000000e+00
9.125000e-01 9.855181e-01 0.000000e+00
9.187500e-01 9.820344e-01 0.000000e+00
9.250000e-01 9.779039e-01 0.000000e+00
9.312500e-01 9.735742e-01 0.000000e+00
9.375000e-01 9.690455e-01 0.000000e+00
9.437500e-01 9.638200e-01 0.000000e+00
9.500000e-01 9.584951e-01 0.000000e+00
9.562500e-01 9.524734e-01 0.000000e+00
9.625000e-01 9.481935e-01 0.000000e+00
9.687500e-01 9.459043e-01 0.000000e+00
9.750000e-01 9.427192e-01 0.000000e+00
9.812500e-01 9.361999e-01 0.000000e+00
9.875000e-01 9.228625e-01 0.000000e+00
9.937500e-01 8.961382e-01 0.000000e+00
1.000000e+00 7.969543e-01 0.000000e+00
