"S" "q/q_s" "D/h"
2.625000e-01 9.845307e-01 0.000000e+00
2.687500e-01 9.840635e-01 0.000000e+00
2.750000e-01 9.837521e-01 0.000000e+00
2.812500e-01 9.834406e-01 0.000000e+00
2.875000e-01 9.831292e-01 0.000000e+00
2.937500e-01 9.828177e-01 0.000000e+00
3.000000e-01 9.825581e-01 0.000000e+00
3.062500e-01 9.822467e-01 0.000000e+00
3.125000e-01 9.819871e-01 0.000000e+00
3.187500e-01 9.817276e-01 0.000000e+00
3.250000e-01 9.814680e-01 0.000000e+00
3.312500e-01 9.812085e-01 0.000000e+00
3.375000e-01 9.809489e-01 0.000000e+00
3.437500e-01 9.806894e-01 0.000000e+00
3.500000e-01 9.804817e-01 0.000000e+00
3.562500e-01 9.802222e-01 0.000000e+00
3.625000e-01 9.800145e-01 0.000000e+00
3.687500e-01 9.797550e-01 0.000000e+00
3.750000e-01 9.795473e-01 0.000000e+00
3.812500e-01 9.793397e-01 0.000000e+00
3.875000e-01 9.790801e-01 0.000000e+00
3.937500e-01 9.788725e-01 0.000000e+00
4.000000e-01 9.786649e-01 0.000000e+00
4.062500e-01 9.784572e-01 0.000000e+00
4.125000e-01 9.782496e-01 0.000000e+00
4.187500e-01 9.780419e-01 0.000000e+00
4.250000e-01 9.778343e-01 0.000000e+00
4.312500e-01 9.776267e-01 0.000000e+00
4.375000e-01 9.773671e-01 0.000000e+00
4.437500e-01 9.771595e-01 0.000000e+00
4.500000e-01 9.769518e-01 0.000000e+00
4.562500e-01 9.767442e-01 0.000000e+00
4.625000e-01 9.764846e-01 0.000000e+00
4.687500e-01 9.762770e-01 0.000000e+00
4.750000e-01 9.760174e-01 0.000000e+00
4.812500e-01 9.758098e-01 0.000000e+00
4.875000e-01 9.755502e-01 0.000000e+00
4.937500e-01 9.752907e-01 0.000000e+00
5.000000e-01 9.750831e-01 0.000000e+00
5.062500e-01 9.748235e-01 0.000000e+00
5.125000e-01 9.746678e-01 0.000000e+00
5.187500e-01 9.743044e-01 0.000000e+00
5.250000e-01 9.739929e-01 0.000000e+00
5.312500e-01 9.737334e-01 0.000000e+00
5.375000e-01 9.734738e-01 0.000000e+00
5.437500e-01 9.731624e-01 0.000000e+00
5.500000e-01 9.729028e-01 0.000000e+00
5.562500e-01 9.725914e-01 0.000000e+00
5.625000e-01 9.722799e-01 0.000000e+00
5.687500e-01 9.719684e-01 0.000000e+00
5.750000e-01 9.716570e-01 0.000000e+00
5.812500e-01 9.713455e-01 0.000000e+00
5.875000e-01 9.710341e-01 0.000000e+00
5.937500e-01 9.707226e-01 0.000000e+00
6.000000e-01 9.703592e-01 0.000000e+00
6.062500e-01 9.699958e-01 0.000000e+00
6.125000e-01 9.696844e-01 0.000000e+00
6.187500e-01 9.693210e-01 0.000000e+00
6.250000e-01 9.689576e-01 0.000000e+00
6.312500e-01 9.685424e-01 0.000000e+00
6.375000e-01 9.681790e-01 0.000000e+00
6.437500e-01 9.677637e-01 0.000000e+00
6.500000e-01 9.674003e-01 0.000000e+00
6.562500e-01 9.669850e-01 0.000000e+00
6.625000e-01 9.665698e-01 0.000000e+00
6.687500e-01 9.661026e-01 0.000000e+00
6.750000e-01 9.656873e-01 0.000000e+00
6.812500e-01 9.652201e-01 0.000000e+00
6.875000e-01 9.647529e-01 0.000000e+00
6.937500e-01 9.642857e-01 0.000000e+00
7.000000e-01 9.637666e-01 0.000000e+00
7.062500e-01 9.632475e-01 0.000000e+00
7.125000e-01 9.627284e-01 0.000000e+00
7.187500e-01 9.622093e-01 0.000000e+00
7.250000e-01 9.616383e-01 0.000000e+00
7.312500e-01 9.610673e-01 0.000000e+00
7.375000e-01 9.604963e-01 0.000000e+00
7.437500e-01 9.598733e-01 0.000000e+00
7.500000e-01 9.592504e-01 0.000000e+00
7.562500e-01 9.585756e-01 0.000000e+00
7.625000e-01 9.582641e-01 0.000000e+00
7.687500e-01 9.572259e-01 0.000000e+00
7.750000e-01 9.564992e-01 0.000000e+00
7.812500e-01 9.557724e-01 0.000000e+00
7.875000e-01 9.549938e-01 0.000000e+00
7.937500e-01 9.542151e-01 0.000000e+00
8.000000e-01 9.533326e-01 0.000000e+00
8.062500e-01 9.525021e-01 0.000000e+00
8.125000e-01 9.515677e-01 0.000000e+00
8.187500e-01 9.506333e-01 0.000000e+00
8.250000e-01 9.496470e-01 0.000000e+00
8.312500e-01 9.486607e-01 0.000000e+00
8.375000e-01 9.475706e-01 0.000000e+00
8.437500e-01 9.464805e-01 0.000000e+00
8.500000e-01 9.452865e-01 0.000000e+00
8.562500e-01 9.440407e-01 0.000000e+00
8.625000e-01 9.427429e-01 0.000000e+00
8.687500e-01 9.413933e-01 0.000000e+00
8.750000e-01 9.399398e-01 0.000000e+00
8.812500e-01 9.384344e-01 0.000000e+00
8.875000e-01 9.368252e-01 0.000000e+00
8.937500e-01 9.351121e-01 0.000000e+00
9.000000e-01 9.332434e-01 0.000000e+00
9.062500e-01 9.313227e-01 0.000000e+00
9.125000e-01 9.291944e-01 0.000000e+00
9.187500e-01 9.269103e-01 0.000000e+00
9.250000e-01 9.244705e-01 0.000000e+00
9.312500e-01 9.217712e-01 0.000000e+00
9.375000e-01 9.188123e-01 0.000000e+00
9.437500e-01 9.155419e-01 0.000000e+00
9.500000e-01 9.119082e-01 0.000000e+00
9.562500e-01 9.077554e-01 0.000000e+00
9.625000e-01 9.030316e-01 0.000000e+00
9.687500e-01 8.974772e-01 0.000000e+00
9.750000e-01 8.907288e-01 0.000000e+00
9.812500e-01 8.822155e-01 0.000000e+00
9.875000e-01 8.702243e-01 0.000000e+00
9.937500e-01 8.482662e-01 0.000000e+00
1.000000e+00 7.943833e-01 0.000000e+00
