1.25e-05 -7.5288784461e-07 1.0212068359e-16
2.5e-05 -1.3002149524e-06 3.5507998175e-16
3.75e-05 -1.8194755489e-06 8.2154327421e-16
5e-05 -2.2813227014e-06 1.5941868623e-15
6.25e-05 -2.6974006695e-06 2.8330898642e-15
7.5e-05 -3.0823325487e-06 4.7293420863e-15
8.75e-05 -3.4472961630e-06 7.5117985144e-15
0.0001 -3.8030334321e-06 1.1916029759e-14
0.0001125 -4.1627221323e-06 2.2694160781e-14
0.000125 -4.5392943657e-06 2.3447795283e-14
0.0001375 -4.9403061584e-06 2.8581059916e-14
0.00015 -5.3648982502e-06 3.7695976605e-14
0.0001625 -5.8042997856e-06 4.7301532828e-14
0.000175 -6.2447849119e-06 5.7731934442e-14
0.0001875 -6.6716343059e-06 6.6566677517e-14
0.0002 -7.0728696968e-06 8.4106461708e-14
0.0002125 -7.4413278013e-06 1.0636373751e-13
0.000225 -7.7748994664e-06 1.2674286715e-13
0.0002375 -8.0751496279e-06 1.4614802091e-13
0.00025 -8.3457781739e-06 1.6731847719e-13
0.0002625 -8.5919527152e-06 1.8605651470e-13
0.000275 -8.8205841436e-06 2.0601150135e-13
0.0002875 -9.0402966176e-06 2.2687248490e-13
0.0003 -9.2607594145e-06 2.4665848238e-13
0.0003125 -9.4910635870e-06 2.6655775645e-13
0.000325 -9.7379160159e-06 2.4720287907e-13
0.0003375 -1.0004125352e-05 2.2088412252e-13
0.00035 -1.0288537304e-05 2.0440584997e-13
0.0003625 -1.0586698460e-05 1.8373628086e-13
0.000375 -1.0892751592e-05 1.6146548503e-13
0.0003875 -1.1200596827e-05 1.2687391695e-13
0.0004 -1.1505192299e-05 1.0909611578e-13
0.0004125 -1.1802917692e-05 1.2720108138e-13
0.000425 -1.2091860868e-05 1.4559418193e-13
0.0004375 -1.2371597301e-05 1.6916060074e-13
0.00045 -1.2642968055e-05 2.1950315559e-13
0.0004625 -1.2907894716e-05 3.0050627868e-13
0.000475 -1.3169087684e-05 4.0407909342e-13
0.0004875 -1.3429629028e-05 5.2295488784e-13
0.0005 -1.3692449468e-05 6.5066641759e-13
0.0005125 -1.3959826472e-05 8.0330687580e-13
0.000525 -1.4232748860e-05 9.2049821536e-13
0.0005375 -1.4510982323e-05 9.9344395768e-13
0.00055 -1.4792931894e-05 1.0233769390e-12
0.0005625 -1.5075866888e-05 1.0426988193e-12
0.000575 -1.5356297167e-05 1.0286030983e-12
0.0005875 -1.5630384136e-05 9.4994668927e-13
0.0006 -1.5894311066e-05 8.6587649159e-13
0.0006125 -1.6144703373e-05 7.7702113985e-13
0.000625 -1.6378969172e-05 6.3298463768e-13
0.0006375 -1.6595587603e-05 4.6828767789e-13
0.00065 -1.6794261912e-05 3.3849126608e-13
0.0006625 -1.6975852471e-05 2.6564784332e-13
0.000675 -1.7142094437e-05 2.5660316745e-13
0.0006875 -1.7295164223e-05 3.3503593058e-13
0.0007 -1.7437196948e-05 5.2673412988e-13
0.0007125 -1.7569876708e-05 8.3311769043e-13
0.000725 -1.7694189232e-05 1.2270275558e-12
0.0007375 -1.7810374455e-05 1.6682854255e-12
0.00075 -1.7918055464e-05 2.0909170594e-12
0.0007625 -1.8016493308e-05 2.4621672450e-12
0.000775 -1.8104916694e-05 2.8132632022e-12
0.0007875 -1.8182700706e-05 3.0481618106e-12
0.0008 -1.8249796337e-05 3.0815920891e-12
0.0008125 -1.8306760194e-05 2.9917204200e-12
0.000825 -1.8354798065e-05 2.8030119441e-12
0.0008375 -1.8395701686e-05 2.4707529202e-12
0.00085 -1.8431646187e-05 1.9947514675e-12
0.0008625 -1.8464907259e-05 1.4507431134e-12
0.000875 -1.8497560471e-05 9.0979362331e-13
0.0008875 -1.8531232395e-05 4.4927755526e-13
0.0009 -1.8566927677e-05 1.8933103433e-13
0.0009125 -1.8604914090e-05 1.4361142179e-13
0.000925 -1.8645133963e-05 3.6933269266e-13
0.0009375 -1.8687090981e-05 9.5669540351e-13
0.00095 -1.8730230453e-05 1.8778778699e-12
0.0009625 -1.8774267272e-05 3.0434449598e-12
0.000975 -1.8819415700e-05 4.4106600104e-12
0.0009875 -1.8866210969e-05 5.7217663365e-12
0.001 -1.8915814069e-05 6.7392503383e-12
0.0010125 -1.8969690520e-05 7.3637787155e-12
0.001025 -1.9029293327e-05 7.6591840499e-12
0.0010375 -1.9095799490e-05 7.6411568741e-12
0.00105 -1.9169838640e-05 7.2510076672e-12
0.0010625 -1.9251298105e-05 6.4273763438e-12
